,Site,Year,potato_intensity,Lon,Lat,CPBA,CPBL,Month,tavg,tmin,tmax,category,Prop_potato,Day_in_Month
1,1,2007,0.251576939,-89.59255366,44.01833313,0.1,0,6,19.04999972,12.19999981,25.89999962,Potatoes,0.189028651,4
2,10,2007,0.251576939,-89.59255366,44.01833313,3.1,1.2,8,19.94999981,13.60000038,26.29999924,Potatoes,0.189028651,6
3,1000,2017,0.16084,-89.50652363,43.74167171,2,10.7,7,21.74999953,15.19999981,28.29999924,Potatoes,0.1237,24
4,10000,2017,0.18164,-89.68950497,43.86351107,2.3,9,7,21.25000048,14.80000019,27.70000076,Potatoes,0.044,5
5,10001,2017,0.18164,-89.68950497,43.86351107,1.3,17.5,7,21.25000048,14.80000019,27.70000076,Potatoes,0.044,12
6,10002,2017,0.18164,-89.68950497,43.86351107,1,6.5,7,21.25000048,14.80000019,27.70000076,Potatoes,0.044,19
7,10003,2017,0.18164,-89.68950497,43.86351107,5,10.7,7,21.25000048,14.80000019,27.70000076,Potatoes,0.044,26
8,10004,2017,0.18164,-89.68950497,43.86351107,9.7,6.7,8,19.94999981,13.5,26.39999962,Potatoes,0.044,2
9,10005,2017,0.18164,-89.68950497,43.86351107,11.3,4.3,8,19.94999981,13.5,26.39999962,Potatoes,0.044,9
10,10006,2017,0.18164,-89.68950497,43.86351107,1.7,1,8,19.94999981,13.5,26.39999962,Potatoes,0.044,15
11,10007,2017,0.18164,-89.68950497,43.86351107,2,2.5,8,19.94999981,13.5,26.39999962,Potatoes,0.044,23
12,10008,2017,0.18164,-89.68950497,43.86351107,4.5,0,8,19.94999981,13.5,26.39999962,Potatoes,0.044,30
13,10009,2017,0.18164,-89.68950497,43.86351107,1.5,1,9,15.55000019,9,22.10000038,Potatoes,0.044,6
14,1001,2017,0.16084,-89.50652363,43.74167171,1.7,11.5,7,21.74999953,15.19999981,28.29999924,Potatoes,0.1237,31
15,1002,2017,0.16084,-89.50652363,43.74167171,3,3.7,8,20.44999981,14,26.89999962,Potatoes,0.1237,7
16,1003,2017,0.16084,-89.50652363,43.74167171,2,4,8,20.44999981,14,26.89999962,Potatoes,0.1237,14
17,1004,2017,0.16084,-89.50652363,43.74167171,2.5,1,8,20.44999981,14,26.89999962,Potatoes,0.1237,21
18,1005,2017,0.16084,-89.50652363,43.74167171,0,0,8,20.44999981,14,26.89999962,Potatoes,0.1237,28
19,1006,2017,0.16084,-89.50652363,43.74167171,0,0,9,15.75,9.100000381,22.39999962,Potatoes,0.1237,7
20,10095,2009,0.262828258,-89.77235195,43.87989085,0,0,6,19.05000019,12.10000038,26,Potatoes,0.1432,8
21,10096,2009,0.262828258,-89.77235195,43.87989085,0.2,0,6,19.05000019,12.10000038,26,Potatoes,0.1432,15
22,10097,2009,0.262828258,-89.77235195,43.87989085,0.4,0,6,19.05000019,12.10000038,26,Potatoes,0.1432,22
23,10098,2009,0.262828258,-89.77235195,43.87989085,0.1,4.7,6,19.05000019,12.10000038,26,Potatoes,0.1432,29
24,10099,2009,0.262828258,-89.77235195,43.87989085,0.1,4.1,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1432,6
25,10100,2009,0.262828258,-89.77235195,43.87989085,0.6,1.4,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1432,13
26,10101,2009,0.262828258,-89.77235195,43.87989085,0.4,0.4,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1432,20
27,10102,2009,0.262828258,-89.77235195,43.87989085,0.1,0,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1432,27
28,10103,2009,0.262828258,-89.77235195,43.87989085,2.1,0.4,8,20,13.5,26.5,Potatoes,0.1432,3
29,10104,2009,0.262828258,-89.77235195,43.87989085,0.6,1.6,8,20,13.5,26.5,Potatoes,0.1432,10
30,10105,2009,0.262828258,-89.77235195,43.87989085,0.8,1.7,8,20,13.5,26.5,Potatoes,0.1432,17
31,10106,2009,0.262828258,-89.77235195,43.87989085,0.3,1.1,8,20,13.5,26.5,Potatoes,0.1432,24
32,10107,2017,0.14412,-89.77235195,43.87989085,0,0,5,14.05000043,6.900000095,21.20000076,Potatoes,0.1123,31
33,10108,2017,0.14412,-89.77235195,43.87989085,0.3,0,6,19.05000019,12.10000038,26,Potatoes,0.1123,7
34,10109,2017,0.14412,-89.77235195,43.87989085,5,2,6,19.05000019,12.10000038,26,Potatoes,0.1123,15
35,10110,2017,0.14412,-89.77235195,43.87989085,4.3,26.7,6,19.05000019,12.10000038,26,Potatoes,0.1123,21
36,10111,2017,0.14412,-89.77235195,43.87989085,2.3,18,6,19.05000019,12.10000038,26,Potatoes,0.1123,27
37,10112,2017,0.14412,-89.77235195,43.87989085,2,12,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1123,6
38,10113,2017,0.14412,-89.77235195,43.87989085,3.7,13.3,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1123,12
39,10114,2017,0.14412,-89.77235195,43.87989085,0.2,2.7,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1123,19
40,10115,2017,0.14412,-89.77235195,43.87989085,1.7,5,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1123,26
41,10116,2017,0.14412,-89.77235195,43.87989085,0,1.2,8,20,13.5,26.5,Potatoes,0.1123,2
42,10117,2017,0.14412,-89.77235195,43.87989085,9,1.7,8,20,13.5,26.5,Potatoes,0.1123,9
43,10118,2017,0.14412,-89.77235195,43.87989085,4.5,3.5,8,20,13.5,26.5,Potatoes,0.1123,15
44,10119,2017,0.14412,-89.77235195,43.87989085,1,2,8,20,13.5,26.5,Potatoes,0.1123,23
45,10120,2017,0.14412,-89.77235195,43.87989085,0,0,8,20,13.5,26.5,Potatoes,0.1123,30
46,10121,2017,0.14412,-89.77235195,43.87989085,0.5,1,9,15.44999981,8.899999619,22,Potatoes,0.1123,6
47,10137,2008,0.194194925,-89.78134906,43.886258,0,0,6,19,12.10000038,25.89999962,Potatoes,0.0519,2
48,10138,2008,0.194194925,-89.78134906,43.886258,0,0,6,19,12.10000038,25.89999962,Potatoes,0.0519,9
49,10139,2008,0.194194925,-89.78134906,43.886258,0,0,6,19,12.10000038,25.89999962,Potatoes,0.0519,16
50,10140,2008,0.194194925,-89.78134906,43.886258,0,0,6,19,12.10000038,25.89999962,Potatoes,0.0519,23
51,10141,2008,0.194194925,-89.78134906,43.886258,0,0,6,19,12.10000038,25.89999962,Potatoes,0.0519,30
52,10142,2008,0.194194925,-89.78134906,43.886258,0,0,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0519,7
53,10143,2008,0.194194925,-89.78134906,43.886258,0.2,3.4,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0519,14
54,10144,2008,0.194194925,-89.78134906,43.886258,0,1,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0519,21
55,10145,2008,0.194194925,-89.78134906,43.886258,0,0,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0519,28
56,10146,2008,0.194194925,-89.78134906,43.886258,1.5,0,8,20,13.5,26.5,Potatoes,0.0519,4
57,10147,2008,0.194194925,-89.78134906,43.886258,1.3,0,8,20,13.5,26.5,Potatoes,0.0519,11
58,10148,2008,0.194194925,-89.78134906,43.886258,0.5,0.5,8,20,13.5,26.5,Potatoes,0.0519,18
59,10149,2008,0.194194925,-89.78134906,43.886258,1,2,8,20,13.5,26.5,Potatoes,0.0519,25
60,10177,2009,0.262431015,-89.7797487,43.87997271,0,0,6,19.05000019,12.10000038,26,Potatoes,0.1447,8
61,10178,2009,0.262431015,-89.7797487,43.87997271,0,0,6,19.05000019,12.10000038,26,Potatoes,0.1447,15
62,10179,2009,0.262431015,-89.7797487,43.87997271,1,0,6,19.05000019,12.10000038,26,Potatoes,0.1447,22
63,1018,2016,0.065,-89.50665842,43.73563579,3,0,6,19.59999991,12.69999981,26.5,Potatoes,0.0835,13
64,10180,2009,0.262431015,-89.7797487,43.87997271,0.3,0.5,6,19.05000019,12.10000038,26,Potatoes,0.1447,29
65,10181,2009,0.262431015,-89.7797487,43.87997271,0.1,0.7,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1447,6
66,10182,2009,0.262431015,-89.7797487,43.87997271,0.1,0.4,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1447,13
67,10183,2009,0.262431015,-89.7797487,43.87997271,0.2,0.4,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1447,20
68,10184,2009,0.262431015,-89.7797487,43.87997271,0.4,0.1,7,21.34999991,14.80000019,27.89999962,Potatoes,0.1447,27
69,10185,2009,0.262431015,-89.7797487,43.87997271,0.1,0.3,8,20,13.5,26.5,Potatoes,0.1447,3
70,10186,2009,0.262431015,-89.7797487,43.87997271,0.6,3,8,20,13.5,26.5,Potatoes,0.1447,10
71,10187,2009,0.262431015,-89.7797487,43.87997271,0.2,2.7,8,20,13.5,26.5,Potatoes,0.1447,17
72,10188,2009,0.262431015,-89.7797487,43.87997271,0.4,1.6,8,20,13.5,26.5,Potatoes,0.1447,24
73,1019,2016,0.065,-89.50665842,43.73563579,1.4,10,6,19.59999991,12.69999981,26.5,Potatoes,0.0835,20
74,10190,2018,0.12078,-89.7797487,43.87997271,0,0,5,14.00000024,6.900000095,21.10000038,Potatoes,0.0279,23
75,10191,2018,0.12078,-89.7797487,43.87997271,0,0,5,14.00000024,6.900000095,21.10000038,Potatoes,0.0279,25
76,10192,2018,0.12078,-89.7797487,43.87997271,0,0,5,14.00000024,6.900000095,21.10000038,Potatoes,0.0279,31
77,10193,2018,0.12078,-89.7797487,43.87997271,0,0,6,19.05000019,12.10000038,26,Potatoes,0.0279,6
78,10194,2018,0.12078,-89.7797487,43.87997271,3.1,0,6,19.05000019,12.10000038,26,Potatoes,0.0279,13
79,10195,2018,0.12078,-89.7797487,43.87997271,0.7,11,6,19.05000019,12.10000038,26,Potatoes,0.0279,20
80,10196,2018,0.12078,-89.7797487,43.87997271,1.3,4,6,19.05000019,12.10000038,26,Potatoes,0.0279,27
81,10197,2018,0.12078,-89.7797487,43.87997271,2.3,15.3,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0279,5
82,10198,2018,0.12078,-89.7797487,43.87997271,0,2.8,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0279,12
83,10199,2018,0.12078,-89.7797487,43.87997271,0.7,2.5,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0279,19
84,1020,2016,0.065,-89.50665842,43.73563579,1.3,8,6,19.59999991,12.69999981,26.5,Potatoes,0.0835,27
85,10200,2018,0.12078,-89.7797487,43.87997271,8.3,9.3,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0279,26
86,10201,2018,0.12078,-89.7797487,43.87997271,3.7,2,8,20,13.5,26.5,Potatoes,0.0279,2
87,10202,2018,0.12078,-89.7797487,43.87997271,5,12,8,20,13.5,26.5,Potatoes,0.0279,9
88,10203,2018,0.12078,-89.7797487,43.87997271,5,12,8,20,13.5,26.5,Potatoes,0.0279,16
89,10204,2018,0.12078,-89.7797487,43.87997271,4.7,16.7,8,20,13.5,26.5,Potatoes,0.0279,23
90,10205,2018,0.12078,-89.7797487,43.87997271,6.3,7,8,20,13.5,26.5,Potatoes,0.0279,30
91,10206,2018,0.12078,-89.7797487,43.87997271,3.3,3.3,9,15.44999981,8.899999619,22,Potatoes,0.0279,5
92,1021,2016,0.065,-89.50665842,43.73563579,1.7,58.3,7,21.74999953,15.19999981,28.29999924,Potatoes,0.0835,4
93,1022,2016,0.065,-89.50665842,43.73563579,6,14.7,7,21.74999953,15.19999981,28.29999924,Potatoes,0.0835,11
94,1023,2016,0.065,-89.50665842,43.73563579,8,2.5,7,21.74999953,15.19999981,28.29999924,Potatoes,0.0835,18
95,10231,2009,0.198541538,-89.78701106,43.89071354,0,0,6,18.94999981,12,25.89999962,Potatoes,0.0799,1
96,10232,2009,0.198541538,-89.78701106,43.89071354,0,0,6,18.94999981,12,25.89999962,Potatoes,0.0799,8
97,10233,2009,0.198541538,-89.78701106,43.89071354,1.4,0,6,18.94999981,12,25.89999962,Potatoes,0.0799,15
98,10234,2009,0.198541538,-89.78701106,43.89071354,2.4,0.8,6,18.94999981,12,25.89999962,Potatoes,0.0799,22
99,10235,2009,0.198541538,-89.78701106,43.89071354,0.1,20,6,18.94999981,12,25.89999962,Potatoes,0.0799,29
100,10236,2009,0.198541538,-89.78701106,43.89071354,0.9,7.2,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0799,6
101,10237,2009,0.198541538,-89.78701106,43.89071354,1,9.1,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0799,13
102,10238,2009,0.198541538,-89.78701106,43.89071354,1,3,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0799,20
103,10239,2009,0.198541538,-89.78701106,43.89071354,5.5,0.6,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0799,27
104,1024,2016,0.065,-89.50665842,43.73563579,9.3,10,7,21.74999953,15.19999981,28.29999924,Potatoes,0.0835,25
105,10240,2009,0.198541538,-89.78701106,43.89071354,14,0.8,8,20,13.5,26.5,Potatoes,0.0799,3
106,10241,2009,0.198541538,-89.78701106,43.89071354,8,0.9,8,20,13.5,26.5,Potatoes,0.0799,10
107,10242,2009,0.198541538,-89.78701106,43.89071354,4,1.7,8,20,13.5,26.5,Potatoes,0.0799,17
108,10243,2009,0.198541538,-89.78701106,43.89071354,0.4,0.2,8,20,13.5,26.5,Potatoes,0.0799,24
109,10244,2010,0.055601538,-89.78701106,43.89071354,0,0,6,18.94999981,12,25.89999962,Potatoes,0.0699,1
110,10245,2010,0.055601538,-89.78701106,43.89071354,3,0,6,18.94999981,12,25.89999962,Potatoes,0.0699,7
111,10246,2010,0.055601538,-89.78701106,43.89071354,4,1.2,6,18.94999981,12,25.89999962,Potatoes,0.0699,14
112,10247,2010,0.055601538,-89.78701106,43.89071354,2.2,2.9,6,18.94999981,12,25.89999962,Potatoes,0.0699,21
113,10248,2010,0.055601538,-89.78701106,43.89071354,0.2,0.4,6,18.94999981,12,25.89999962,Potatoes,0.0699,28
114,10249,2010,0.055601538,-89.78701106,43.89071354,0.1,0.8,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0699,5
115,1025,2016,0.065,-89.50665842,43.73563579,17.3,4,8,20.44999981,14,26.89999962,Potatoes,0.0835,1
116,10250,2010,0.055601538,-89.78701106,43.89071354,1,0.2,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0699,12
117,10251,2010,0.055601538,-89.78701106,43.89071354,2.6,2.1,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0699,19
118,10252,2010,0.055601538,-89.78701106,43.89071354,1.9,3.8,7,21.34999991,14.80000019,27.89999962,Potatoes,0.0699,26
119,10253,2010,0.055601538,-89.78701106,43.89071354,0.8,4.7,8,20,13.5,26.5,Potatoes,0.0699,2
120,10254,2010,0.055601538,-89.78701106,43.89071354,0.1,0,8,20,13.5,26.5,Potatoes,0.0699,9
121,10255,2017,0.09144,-89.63251463,43.91919222,0,0,5,14.10000038,7,21.20000076,Potatoes,0.0678,30
122,10256,2017,0.09144,-89.63251463,43.91919222,0.5,0,6,19.1500001,12.19999981,26.10000038,Potatoes,0.0678,5
123,10257,2017,0.09144,-89.63251463,43.91919222,2.3,0,6,19.1500001,12.19999981,26.10000038,Potatoes,0.0678,13
124,10258,2017,0.09144,-89.63251463,43.91919222,4.3,15,6,19.1500001,12.19999981,26.10000038,Potatoes,0.0678,19
125,10259,2017,0.09144,-89.63251463,43.91919222,1.5,22.5,6,19.1500001,12.19999981,26.10000038,Potatoes,0.0678,26
126,1026,2016,0.065,-89.50665842,43.73563579,8.3,3.3,8,20.44999981,14,26.89999962,Potatoes,0.0835,8
127,10260,2017,0.09144,-89.63251463,43.91919222,0.5,30,7,21.29999972,14.80000019,27.79999924,Potatoes,0.0678,3
128,10261,2017,0.09144,-89.63251463,43.91919222,0.7,3.5,7,21.29999972,14.80000019,27.79999924,Potatoes,0.0678,10
129,10262,2017,0.09144,-89.63251463,43.91919222,2,18.3,7,21.29999972,14.80000019,27.79999924,Potatoes,0.0678,17
130,10263,2017,0.09144,-89.63251463,43.91919222,5,5,7,21.29999972,14.80000019,27.79999924,Potatoes,0.0678,24
131,10264,2017,0.09144,-89.63251463,43.91919222,16,2.5,7,21.29999972,14.80000019,27.79999924,Potatoes,0.0678,31
132,10265,2017,0.09144,-89.63251463,43.91919222,5.3,1,8,20,13.60000038,26.39999962,Potatoes,0.0678,7
133,10266,2017,0.09144,-89.63251463,43.91919222,6.7,0,8,20,13.60000038,26.39999962,Potatoes,0.0678,14
134,10267,2017,0.09144,-89.63251463,43.91919222,11.7,0,8,20,13.60000038,26.39999962,Potatoes,0.0678,21
135,10268,2017,0.09144,-89.63251463,43.91919222,0,0,8,20,13.60000038,26.39999962,Potatoes,0.0678,28
136,10269,2017,0.09144,-89.63251463,43.91919222,0,0,9,15.5,9,22,Potatoes,0.0678,5
137,1027,2016,0.065,-89.50665842,43.73563579,9.3,33.3,8,20.44999981,14,26.89999962,Potatoes,0.0835,15
138,1028,2018,0.07236,-89.50665842,43.73563579,0.5,0,7,21.74999953,15.19999981,28.29999924,Potatoes,0.0893,5
139,10282,2008,0.234690239,-89.62283217,43.93772918,0.5,0,6,19.09999991,12.19999981,26,Potatoes,0.099,2
140,10283,2008,0.234690239,-89.62283217,43.93772918,0.5,0,6,19.09999991,12.19999981,26,Potatoes,0.099,9
141,10284,2008,0.234690239,-89.62283217,43.93772918,0.5,0,6,19.09999991,12.19999981,26,Potatoes,0.099,16
142,10285,2008,0.234690239,-89.62283217,43.93772918,0.6,0,6,19.09999991,12.19999981,26,Potatoes,0.099,23
143,10286,2008,0.234690239,-89.62283217,43.93772918,0.5,0,6,19.09999991,12.19999981,26,Potatoes,0.099,30
144,10287,2008,0.234690239,-89.62283217,43.93772918,0.8,0.2,7,21.29999972,14.80000019,27.79999924,Potatoes,0.099,7
145,10288,2008,0.234690239,-89.62283217,43.93772918,0.9,1.2,7,21.29999972,14.80000019,27.79999924,Potatoes,0.099,12
146,10289,2008,0.234690239,-89.62283217,43.93772918,0.6,6.6,7,21.29999972,14.80000019,27.79999924,Potatoes,0.099,21
147,1029,2018,0.07236,-89.50665842,43.73563579,0.1,0.3,7,21.74999953,15.19999981,28.29999924,Potatoes,0.0893,12
148,10290,2008,0.234690239,-89.62283217,43.93772918,0.9,1.7,7,21.29999972,14.80000019,27.79999924,Potatoes,0.099,28
149,10291,2008,0.234690239,-89.62283217,43.93772918,1.4,0.6,8,19.94999981,13.5,26.39999962,Potatoes,0.099,4
150,10292,2008,0.234690239,-89.62283217,43.93772918,1.6,0.3,8,19.94999981,13.5,26.39999962,Potatoes,0.099,11
151,10293,2008,0.234690239,-89.62283217,43.93772918,1.8,0.2,8,19.94999981,13.5,26.39999962,Potatoes,0.099,18
152,1030,2018,0.07236,-89.50665842,43.73563579,0.5,16.7,7,21.74999953,15.19999981,28.29999924,Potatoes,0.0893,18
153,1031,2018,0.07236,-89.50665842,43.73563579,1.5,2,7,21.74999953,15.19999981,28.29999924,Potatoes,0.0893,26
154,1032,2018,0.07236,-89.50665842,43.73563579,0.1,9.5,8,20.44999981,14,26.89999962,Potatoes,0.0893,2
155,1033,2018,0.07236,-89.50665842,43.73563579,0.5,1,8,20.44999981,14,26.89999962,Potatoes,0.0893,9
156,1034,2018,0.07236,-89.50665842,43.73563579,6.5,1.5,8,20.44999981,14,26.89999962,Potatoes,0.0893,16
157,1035,2018,0.07236,-89.50665842,43.73563579,0,8.5,8,20.44999981,14,26.89999962,Potatoes,0.0893,23
158,1036,2018,0.07236,-89.50665842,43.73563579,0.5,4.5,8,20.44999981,14,26.89999962,Potatoes,0.0893,30
159,10376,2015,0.28188,-89.88264758,44.00674213,0,0,5,13.95000028,6.699999809,21.20000076,Potatoes,0.1383,21
160,10377,2015,0.28188,-89.88264758,44.00674213,0,0,5,13.95000028,6.699999809,21.20000076,Potatoes,0.1383,27
161,10378,2015,0.28188,-89.88264758,44.00674213,1.3,0,6,18.94999981,11.89999962,26,Potatoes,0.1383,3
162,10379,2015,0.28188,-89.88264758,44.00674213,2.7,5,6,18.94999981,11.89999962,26,Potatoes,0.1383,10
163,10380,2015,0.28188,-89.88264758,44.00674213,2.3,22,6,18.94999981,11.89999962,26,Potatoes,0.1383,17
164,10381,2015,0.28188,-89.88264758,44.00674213,1.7,3.5,6,18.94999981,11.89999962,26,Potatoes,0.1383,24
165,10382,2015,0.28188,-89.88264758,44.00674213,1.7,16.7,6,18.94999981,11.89999962,26,Potatoes,0.1383,30
166,10383,2015,0.28188,-89.88264758,44.00674213,0.5,18,7,21.4000001,14.80000019,28,Potatoes,0.1383,7
167,10384,2015,0.28188,-89.88264758,44.00674213,5,3.5,7,21.4000001,14.80000019,28,Potatoes,0.1383,14
168,10385,2015,0.28188,-89.88264758,44.00674213,14,16.7,7,21.4000001,14.80000019,28,Potatoes,0.1383,21
169,10386,2015,0.28188,-89.88264758,44.00674213,7.7,8.7,7,21.4000001,14.80000019,28,Potatoes,0.1383,28
170,10387,2015,0.28188,-89.88264758,44.00674213,8.3,3.5,8,20.05000019,13.5,26.60000038,Potatoes,0.1383,4
171,10388,2015,0.28188,-89.88264758,44.00674213,8.3,9,8,20.05000019,13.5,26.60000038,Potatoes,0.1383,11
172,10389,2015,0.28188,-89.88264758,44.00674213,11.7,9.3,8,20.05000019,13.5,26.60000038,Potatoes,0.1383,18
173,10390,2015,0.28188,-89.88264758,44.00674213,0,0,8,20.05000019,13.5,26.60000038,Potatoes,0.1383,25
174,10391,2015,0.28188,-89.88264758,44.00674213,0,0,9,15.4000001,8.800000191,22,Potatoes,0.1383,1
175,10392,2015,0.28188,-89.88264758,44.00674213,0,0,9,15.4000001,8.800000191,22,Potatoes,0.1383,8
176,10407,2009,0.226516872,-89.88273619,43.99958481,0.5,0,6,18.94999981,11.89999962,26,Potatoes,0.0625,4
177,10408,2009,0.226516872,-89.88273619,43.99958481,8.2,0,6,18.94999981,11.89999962,26,Potatoes,0.0625,11
178,10409,2009,0.226516872,-89.88273619,43.99958481,1.4,0,6,18.94999981,11.89999962,26,Potatoes,0.0625,18
179,10410,2009,0.226516872,-89.88273619,43.99958481,1.2,2.4,6,18.94999981,11.89999962,26,Potatoes,0.0625,25
180,10411,2009,0.226516872,-89.88273619,43.99958481,0.9,9.5,7,21.34999991,14.69999981,28,Potatoes,0.0625,2
181,10412,2009,0.226516872,-89.88273619,43.99958481,4.3,22,7,21.34999991,14.69999981,28,Potatoes,0.0625,9
182,10413,2009,0.226516872,-89.88273619,43.99958481,1.3,4.4,7,21.34999991,14.69999981,28,Potatoes,0.0625,16
183,10414,2009,0.226516872,-89.88273619,43.99958481,1,5.1,7,21.34999991,14.69999981,28,Potatoes,0.0625,23
184,10415,2009,0.226516872,-89.88273619,43.99958481,0.8,0.8,7,21.34999991,14.69999981,28,Potatoes,0.0625,29
185,10416,2009,0.226516872,-89.88273619,43.99958481,2,0.9,8,20,13.5,26.5,Potatoes,0.0625,6
186,10417,2009,0.226516872,-89.88273619,43.99958481,1.5,0,8,20,13.5,26.5,Potatoes,0.0625,13
187,10418,2009,0.226516872,-89.88273619,43.99958481,0.8,0,8,20,13.5,26.5,Potatoes,0.0625,20
188,10419,2009,0.226516872,-89.88273619,43.99958481,2.9,3,8,20,13.5,26.5,Potatoes,0.0625,26
189,10420,2014,0.10978,-89.88273619,43.99958481,0,0,5,13.95000028,6.699999809,21.20000076,Potatoes,0.091,26
190,10421,2014,0.10978,-89.88273619,43.99958481,0,0,6,18.94999981,11.89999962,26,Potatoes,0.091,2
191,10422,2014,0.10978,-89.88273619,43.99958481,0,0,6,18.94999981,11.89999962,26,Potatoes,0.091,9
192,10423,2014,0.10978,-89.88273619,43.99958481,1,0,6,18.94999981,11.89999962,26,Potatoes,0.091,17
193,10424,2014,0.10978,-89.88273619,43.99958481,0.2,5.3,6,18.94999981,11.89999962,26,Potatoes,0.091,23
194,10425,2014,0.10978,-89.88273619,43.99958481,0.5,9.3,6,18.94999981,11.89999962,26,Potatoes,0.091,30
195,10426,2014,0.10978,-89.88273619,43.99958481,0.7,2,7,21.34999991,14.69999981,28,Potatoes,0.091,7
196,10427,2014,0.10978,-89.88273619,43.99958481,0.3,2.1,7,21.34999991,14.69999981,28,Potatoes,0.091,14
197,10428,2014,0.10978,-89.88273619,43.99958481,1.3,3,7,21.34999991,14.69999981,28,Potatoes,0.091,20
198,10429,2014,0.10978,-89.88273619,43.99958481,0.3,0.1,7,21.34999991,14.69999981,28,Potatoes,0.091,28
199,10430,2014,0.10978,-89.88273619,43.99958481,0.2,0.2,8,20,13.5,26.5,Potatoes,0.091,4
200,10431,2014,0.10978,-89.88273619,43.99958481,3.3,4,8,20,13.5,26.5,Potatoes,0.091,11
201,10432,2014,0.10978,-89.88273619,43.99958481,4.7,1,8,20,13.5,26.5,Potatoes,0.091,18
202,10433,2014,0.10978,-89.88273619,43.99958481,0,0.5,8,20,13.5,26.5,Potatoes,0.091,25
203,10434,2014,0.10978,-89.88273619,43.99958481,0,0,9,15.34999991,8.800000191,21.89999962,Potatoes,0.091,2
204,10435,2014,0.10978,-89.88273619,43.99958481,0,0,9,15.34999991,8.800000191,21.89999962,Potatoes,0.091,8
205,10460,2015,0.1887,-89.88794514,44.01407991,0,0,5,13.95000028,6.699999809,21.20000076,Potatoes,0.1328,21
206,10461,2015,0.1887,-89.88794514,44.01407991,0,0,5,13.95000028,6.699999809,21.20000076,Potatoes,0.1328,27
207,10462,2015,0.1887,-89.88794514,44.01407991,0,0,6,19,11.89999962,26.10000038,Potatoes,0.1328,3
208,10463,2015,0.1887,-89.88794514,44.01407991,3.7,4,6,19,11.89999962,26.10000038,Potatoes,0.1328,10
209,10464,2015,0.1887,-89.88794514,44.01407991,1.3,2,6,19,11.89999962,26.10000038,Potatoes,0.1328,17
210,10465,2015,0.1887,-89.88794514,44.01407991,1.2,6.7,6,19,11.89999962,26.10000038,Potatoes,0.1328,24
211,10466,2015,0.1887,-89.88794514,44.01407991,1.3,13.3,6,19,11.89999962,26.10000038,Potatoes,0.1328,30
212,10467,2015,0.1887,-89.88794514,44.01407991,15,12.7,7,21.4000001,14.80000019,28,Potatoes,0.1328,7
213,10468,2015,0.1887,-89.88794514,44.01407991,0.5,4.8,7,21.4000001,14.80000019,28,Potatoes,0.1328,14
214,10469,2015,0.1887,-89.88794514,44.01407991,9,13.3,7,21.4000001,14.80000019,28,Potatoes,0.1328,21
215,10470,2015,0.1887,-89.88794514,44.01407991,13,3.5,7,21.4000001,14.80000019,28,Potatoes,0.1328,28
216,10471,2015,0.1887,-89.88794514,44.01407991,3,2,8,20.05000019,13.5,26.60000038,Potatoes,0.1328,4
217,10472,2015,0.1887,-89.88794514,44.01407991,8,10.7,8,20.05000019,13.5,26.60000038,Potatoes,0.1328,11
218,10473,2015,0.1887,-89.88794514,44.01407991,11.7,11.3,8,20.05000019,13.5,26.60000038,Potatoes,0.1328,18
219,10474,2015,0.1887,-89.88794514,44.01407991,2.5,2,8,20.05000019,13.5,26.60000038,Potatoes,0.1328,25
220,10475,2015,0.1887,-89.88794514,44.01407991,0,0,9,15.4000001,8.800000191,22,Potatoes,0.1328,1
221,10476,2015,0.1887,-89.88794514,44.01407991,0,0,9,15.4000001,8.800000191,22,Potatoes,0.1328,8
222,10488,2010,0.073596324,-89.8626783,44.02659726,0,0,6,19.05000019,12,26.10000038,Potatoes,0.0319,1
223,10489,2010,0.073596324,-89.8626783,44.02659726,0.1,0,6,19.05000019,12,26.10000038,Potatoes,0.0319,7
224,10490,2010,0.073596324,-89.8626783,44.02659726,1.2,0.2,6,19.05000019,12,26.10000038,Potatoes,0.0319,15
